tweetId,url,createdAt
1504602958067027971,https://twitter.com/twitter/statuses/1504602958067027971,2022-03-17 23:37:54+00:00
1504618915447685125,https://twitter.com/twitter/statuses/1504618915447685125,2022-03-18 00:41:18+00:00
1504636957799854081,https://twitter.com/twitter/statuses/1504636957799854081,2022-03-18 01:53:00+00:00
1504821520375427072,https://twitter.com/twitter/statuses/1504821520375427072,2022-03-18 14:06:23+00:00
1504857436028502016,https://twitter.com/twitter/statuses/1504857436028502016,2022-03-18 16:29:06+00:00
1504864920520830983,https://twitter.com/twitter/statuses/1504864920520830983,2022-03-18 16:58:50+00:00
1504902120776126467,https://twitter.com/twitter/statuses/1504902120776126467,2022-03-18 19:26:39+00:00
1504902263222976512,https://twitter.com/twitter/statuses/1504902263222976512,2022-03-18 19:27:13+00:00
1504931146584449025,https://twitter.com/twitter/statuses/1504931146584449025,2022-03-18 21:22:00+00:00
1504974032059437057,https://twitter.com/twitter/statuses/1504974032059437057,2022-03-19 00:12:24+00:00
1504977555115462659,https://twitter.com/twitter/statuses/1504977555115462659,2022-03-19 00:26:24+00:00
1504978206482333696,https://twitter.com/twitter/statuses/1504978206482333696,2022-03-19 00:29:00+00:00
1505005763747631104,https://twitter.com/twitter/statuses/1505005763747631104,2022-03-19 02:18:30+00:00
1505179281399320577,https://twitter.com/twitter/statuses/1505179281399320577,2022-03-19 13:48:00+00:00
1505211498997682188,https://twitter.com/twitter/statuses/1505211498997682188,2022-03-19 15:56:01+00:00
1505218627506692104,https://twitter.com/twitter/statuses/1505218627506692104,2022-03-19 16:24:21+00:00
1505246241550217226,https://twitter.com/twitter/statuses/1505246241550217226,2022-03-19 18:14:04+00:00
1505266891790876672,https://twitter.com/twitter/statuses/1505266891790876672,2022-03-19 19:36:08+00:00
1505273015159992326,https://twitter.com/twitter/statuses/1505273015159992326,2022-03-19 20:00:28+00:00
1505321189354483716,https://twitter.com/twitter/statuses/1505321189354483716,2022-03-19 23:11:53+00:00
1505339839327059968,https://twitter.com/twitter/statuses/1505339839327059968,2022-03-20 00:26:00+00:00
1505537894647279632,https://twitter.com/twitter/statuses/1505537894647279632,2022-03-20 13:33:00+00:00
1505587722794196993,https://twitter.com/twitter/statuses/1505587722794196993,2022-03-20 16:51:00+00:00
1505649542510825472,https://twitter.com/twitter/statuses/1505649542510825472,2022-03-20 20:56:39+00:00
1505897604198154241,https://twitter.com/twitter/statuses/1505897604198154241,2022-03-21 13:22:21+00:00
1505914492017946628,https://twitter.com/twitter/statuses/1505914492017946628,2022-03-21 14:29:28+00:00
1505926633265504268,https://twitter.com/twitter/statuses/1505926633265504268,2022-03-21 15:17:42+00:00
1505964023858319371,https://twitter.com/twitter/statuses/1505964023858319371,2022-03-21 17:46:17+00:00
1505967346988498951,https://twitter.com/twitter/statuses/1505967346988498951,2022-03-21 17:59:29+00:00
1505969628199145480,https://twitter.com/twitter/statuses/1505969628199145480,2022-03-21 18:08:33+00:00
1505972080482869256,https://twitter.com/twitter/statuses/1505972080482869256,2022-03-21 18:18:18+00:00
1505980034615595017,https://twitter.com/twitter/statuses/1505980034615595017,2022-03-21 18:49:54+00:00
