tweetId,url,createdAt
1528789753839198209,https://twitter.com/twitter/statuses/1528789753839198209,2022-05-23 17:27:35+00:00
1528815533902241794,https://twitter.com/twitter/statuses/1528815533902241794,2022-05-23 19:10:01+00:00
1528815626269167617,https://twitter.com/twitter/statuses/1528815626269167617,2022-05-23 19:10:23+00:00
1528858909137506304,https://twitter.com/twitter/statuses/1528858909137506304,2022-05-23 22:02:23+00:00
1529085799790256131,https://twitter.com/twitter/statuses/1529085799790256131,2022-05-24 13:03:58+00:00
1529128051077947394,https://twitter.com/twitter/statuses/1529128051077947394,2022-05-24 15:51:51+00:00
1529168864121999360,https://twitter.com/twitter/statuses/1529168864121999360,2022-05-24 18:34:02+00:00
1529172843358846976,https://twitter.com/twitter/statuses/1529172843358846976,2022-05-24 18:49:51+00:00
1529177915103002626,https://twitter.com/twitter/statuses/1529177915103002626,2022-05-24 19:10:00+00:00
1529183451060097026,https://twitter.com/twitter/statuses/1529183451060097026,2022-05-24 19:32:00+00:00
